Community,County,State,DBcode,Tot_value,Tot_pct
Cherry Branch,Craven County,NC,RL1,0.0000,0.0000
Cove City,Craven County,NC,RL1,1.1732,1.0000
Dover,Craven County,NC,RL1,1.3834,1.0000
Fairfield Harbour,Craven County,NC,RL1,0.0000,0.0000
Havelock,Craven County,NC,RL1,5.4418,1.0000
James City,Craven County,NC,RL1,3.4656,1.0000
Neuse Forest,Craven County,NC,RL1,0.0000,0.0000
New Bern,Craven County,NC,RL1,13.2112,1.0000
River Bend,Craven County,NC,RL1,0.0000,0.0000
Trent Woods,Craven County,NC,RL1,0.0000,0.0000
Unincorporated Craven,Craven County,NC,RL1,70.6856,1.0000
Vanceboro,Craven County,NC,RL1,0.9695,1.0000
Coinjock,Currituck County,NC,RL1,0.0000,0.0000
Grandy,Currituck County,NC,RL1,0.0000,0.0000
Moyock,Currituck County,NC,RL1,5.0724,1.0000
Unincorporated Currituck,Currituck County,NC,RL1,10.6721,1.0000
Beulaville,Duplin County,NC,RL1,0.0000,0.0000
Chinquapin,Duplin County,NC,RL1,0.0000,0.0000
Greenevers,Duplin County,NC,RL1,0.0000,0.0000
Harrells,Duplin County,NC,RL1,0.0000,0.0000
Potters Hill,Duplin County,NC,RL1,0.0000,0.0000
Rose Hill,Duplin County,NC,RL1,1.9944,1.0000
Teachey,Duplin County,NC,RL1,0.9079,1.0000
Unincorporated Duplin,Duplin County,NC,RL1,43.0810,1.0000
Wallace,Duplin County,NC,RL1,2.1810,1.0000
Conetoe,Edgecombe County,NC,RL1,0.9422,1.0000
Pinetops,Edgecombe County,NC,RL1,0.0000,0.0000
Princeville,Edgecombe County,NC,RL1,0.7471,1.0000
Tarboro,Edgecombe County,NC,RL1,9.0217,1.0000
Unincorporated Edgecombe,Edgecombe County,NC,RL1,21.0097,1.0000
Hookerton,Greene County,NC,RL1,0.0000,0.0000
Maury,Greene County,NC,RL1,0.0000,0.0000
Snow Hill,Greene County,NC,RL1,0.0000,0.0000
Unincorporated Greene,Greene County,NC,RL1,7.8475,1.0000
Unincorporated Halifax,Halifax County,NC,RL1,33.1542,1.0000
Ahoskie,Hertford County,NC,RL1,3.3603,1.0000
Cofield,Hertford County,NC,RL1,2.4710,1.0000
Como,Hertford County,NC,RL1,0.0000,0.0000
Harrellsville,Hertford County,NC,RL1,0.0000,0.0000
Murfreesboro,Hertford County,NC,RL1,0.0000,0.0000
Unincorporated Hertford,Hertford County,NC,RL1,27.3725,1.0000
Winton,Hertford County,NC,RL1,0.0000,0.0000
Maysville,Jones County,NC,RL1,0.0000,0.0000
Pollocksville,Jones County,NC,RL1,0.0000,0.0000
Trenton,Jones County,NC,RL1,0.0000,0.0000
Unincorporated Jones,Jones County,NC,RL1,4.5229,1.0000
Graingers,Lenoir County,NC,RL1,2.6929,1.0000
Grifton,Lenoir County,NC,RL1,0.0688,1.0000
Jackson Heights,Lenoir County,NC,RL1,0.0000,0.0000
Kinston,Lenoir County,NC,RL1,11.1211,1.0000
La Grange,Lenoir County,NC,RL1,1.6887,1.0000
Pink Hill,Lenoir County,NC,RL1,0.0000,0.0000
Unincorporated Lenoir,Lenoir County,NC,RL1,29.0756,1.0000
Bear Grass,Martin County,NC,RL1,0.0000,0.0000
Everetts,Martin County,NC,RL1,1.1195,1.0000
Hamilton,Martin County,NC,RL1,0.0000,0.0000
Hassell,Martin County,NC,RL1,0.0000,0.0000
Jamesville,Martin County,NC,RL1,0.7124,1.0000
Oak City,Martin County,NC,RL1,0.0000,0.0000
Unincorporated Martin,Martin County,NC,RL1,40.8586,1.0000
Williamston,Martin County,NC,RL1,2.6316,1.0000
Bayshore,New Hanover County,NC,RL1,0.0000,0.0000
Blue Clay Farms,New Hanover County,NC,RL1,0.1056,1.0000
Carolina Beach,New Hanover County,NC,RL1,0.0000,0.0000
Castle Hayne,New Hanover County,NC,RL1,1.8554,1.0000
Hightsville,New Hanover County,NC,RL1,0.9064,1.0000
Kings Grant,New Hanover County,NC,RL1,0.0000,0.0000
Kure Beach,New Hanover County,NC,RL1,0.0000,0.0000
Murraysville,New Hanover County,NC,RL1,0.0000,0.0000
Myrtle Grove,New Hanover County,NC,RL1,0.0000,0.0000
Northchase,New Hanover County,NC,RL1,0.0000,0.0000
Ogden,New Hanover County,NC,RL1,0.0000,0.0000
Porters Neck,New Hanover County,NC,RL1,0.0000,0.0000
Sea Breeze,New Hanover County,NC,RL1,0.0000,0.0000
Silver Lake,New Hanover County,NC,RL1,0.0000,0.0000
Skippers Corner,New Hanover County,NC,RL1,2.1664,1.0000
Unincorporated New Hanover,New Hanover County,NC,RL1,33.4684,1.0000
Wilmington,New Hanover County,NC,RL1,35.0010,1.0000
Wrightsboro,New Hanover County,NC,RL1,3.1769,1.0000
Wrightsville Beach,New Hanover County,NC,RL1,0.0000,0.0000
Severn,Northampton County,NC,RL1,1.7926,1.0000
Unincorporated Northampton,Northampton County,NC,RL1,48.0649,1.0000
Half Moon,Onslow County,NC,RL1,0.0000,0.0000
Holly Ridge,Onslow County,NC,RL1,0.0000,0.0000
Jacksonville,Onslow County,NC,RL1,0.4948,1.0000
North Topsail Beach,Onslow County,NC,RL1,0.0000,0.0000
Piney Green,Onslow County,NC,RL1,2.4640,1.0000
Pumpkin Center,Onslow County,NC,RL1,0.0000,0.0000
Richlands,Onslow County,NC,RL1,0.0000,0.0000
Sneads Ferry,Onslow County,NC,RL1,0.0000,0.0000
Surf City,Onslow County,NC,RL1,0.0000,0.0000
Swansboro,Onslow County,NC,RL1,0.0000,0.0000
Unincorporated Onslow,Onslow County,NC,RL1,8.4117,1.0000
Elizabeth City,Pasquotank County,NC,RL1,5.6281,1.0000
Unincorporated Pasquotank,Pasquotank County,NC,RL1,8.8688,1.0000
Hertford,Perquimans County,NC,RL1,0.9832,1.0000
Unincorporated Perquimans,Perquimans County,NC,RL1,14.5744,1.0000
Winfall,Perquimans County,NC,RL1,1.3772,1.0000
Ayden,Pitt County,NC,RL1,2.6747,1.0000
Belvoir,Pitt County,NC,RL1,0.0000,0.0000
Falkland,Pitt County,NC,RL1,0.0000,0.0000
Greenville,Pitt County,NC,RL1,17.2730,1.0000
Grifton,Pitt County,NC,RL1,3.2159,1.0000
Grimesland,Pitt County,NC,RL1,0.8633,1.0000
Simpson,Pitt County,NC,RL1,0.9028,1.0000
Stokes,Pitt County,NC,RL1,0.0000,0.0000
Unincorporated Pitt,Pitt County,NC,RL1,42.5045,1.0000
Winterville,Pitt County,NC,RL1,3.4840,1.0000
Harrells,Sampson County,NC,RL1,0.0000,0.0000
Ivanhoe,Sampson County,NC,RL1,0.0000,0.0000
Unincorporated Sampson,Sampson County,NC,RL1,13.7056,1.0000
Creswell,Washington County,NC,RL1,0.0000,0.0000
Plymouth,Washington County,NC,RL1,9.1198,1.0000
Roper,Washington County,NC,RL1,0.0000,0.0000
Unincorporated Washington,Washington County,NC,RL1,14.9070,1.0000
Goldsboro,Wayne County,NC,RL1,22.8236,1.0000
Unincorporated Wayne,Wayne County,NC,RL1,45.4055,1.0000
