County,State,DBcode,Tot_value
Sampson County,NC,EM2,7160
Sampson County,NC,EM3,5719
Sampson County,NC,EM4,4302
Sampson County,NC,EM5,2639
Sampson County,NC,EM6,4684
Tyrrell County,NC,EM1,1395
Tyrrell County,NC,EM2,610
Tyrrell County,NC,EM3,157
Tyrrell County,NC,EM4,286
Tyrrell County,NC,EM5,92
Tyrrell County,NC,EM6,250
Washington County,NC,EM1,5004
Washington County,NC,EM2,1803
Washington County,NC,EM3,1236
Washington County,NC,EM4,1051
Washington County,NC,EM5,207
Washington County,NC,EM6,707
Wayne County,NC,EM1,54609
Wayne County,NC,EM2,17853
Wayne County,NC,EM3,8719
Wayne County,NC,EM4,17041
Wayne County,NC,EM5,946
Wayne County,NC,EM6,10050
