Community,County,State,DBcode,Tot_value,Tot_pct
Belville,Brunswick County,NC,EM2,186,1.0000
Belville,Brunswick County,NC,EM3,150,1.0000
Belville,Brunswick County,NC,EM4,386,1.0000
Belville,Brunswick County,NC,EM5,3,1.0000
Belville,Brunswick County,NC,EM6,59,1.0000
Boiling Spring Lakes,Brunswick County,NC,EM1,796,1.0000
Boiling Spring Lakes,Brunswick County,NC,EM2,354,1.0000
Boiling Spring Lakes,Brunswick County,NC,EM3,120,1.0000
Boiling Spring Lakes,Brunswick County,NC,EM4,220,1.0000
Boiling Spring Lakes,Brunswick County,NC,EM5,2,1.0000
Boiling Spring Lakes,Brunswick County,NC,EM6,100,1.0000
Bolivia,Brunswick County,NC,EM1,153,1.0000
Bolivia,Brunswick County,NC,EM2,111,1.0000
Bolivia,Brunswick County,NC,EM3,4,1.0000
Bolivia,Brunswick County,NC,EM4,27,1.0000
Bolivia,Brunswick County,NC,EM5,0,1.0000
Bolivia,Brunswick County,NC,EM6,11,1.0000
Calabash,Brunswick County,NC,EM1,1322,1.0000
Calabash,Brunswick County,NC,EM2,103,1.0000
Calabash,Brunswick County,NC,EM3,108,1.0000
Calabash,Brunswick County,NC,EM4,913,1.0000
Calabash,Brunswick County,NC,EM5,0,1.0000
Calabash,Brunswick County,NC,EM6,198,1.0000
Carolina Shores,Brunswick County,NC,EM1,593,1.0000
Carolina Shores,Brunswick County,NC,EM2,125,1.0000
Carolina Shores,Brunswick County,NC,EM3,94,1.0000
Carolina Shores,Brunswick County,NC,EM4,244,1.0000
Carolina Shores,Brunswick County,NC,EM5,3,1.0000
Carolina Shores,Brunswick County,NC,EM6,127,1.0000
Caswell Beach,Brunswick County,NC,EM1,89,1.0000
Caswell Beach,Brunswick County,NC,EM2,19,1.0000
Caswell Beach,Brunswick County,NC,EM3,10,1.0000
Caswell Beach,Brunswick County,NC,EM4,48,1.0000
Caswell Beach,Brunswick County,NC,EM5,0,1.0000
Caswell Beach,Brunswick County,NC,EM6,12,1.0000
Holden Beach,Brunswick County,NC,EM1,286,1.0000
Holden Beach,Brunswick County,NC,EM2,49,1.0000
Holden Beach,Brunswick County,NC,EM3,27,1.0000
Holden Beach,Brunswick County,NC,EM4,176,1.0000
Holden Beach,Brunswick County,NC,EM5,3,1.0000
Holden Beach,Brunswick County,NC,EM6,31,1.0000
Leland,Brunswick County,NC,EM1,5658,1.0000
Leland,Brunswick County,NC,EM2,1744,1.0000
Leland,Brunswick County,NC,EM3,419,1.0000
Leland,Brunswick County,NC,EM4,2125,1.0000
Leland,Brunswick County,NC,EM5,17,1.0000
Leland,Brunswick County,NC,EM6,1353,1.0000
Navassa,Brunswick County,NC,EM1,239,1.0000
Navassa,Brunswick County,NC,EM2,53,1.0000
Navassa,Brunswick County,NC,EM3,131,1.0000
Navassa,Brunswick County,NC,EM4,51,1.0000
Navassa,Brunswick County,NC,EM5,0,1.0000
Navassa,Brunswick County,NC,EM6,4,1.0000
Northwest,Brunswick County,NC,EM1,121,1.0000
Northwest,Brunswick County,NC,EM2,25,1.0000
Northwest,Brunswick County,NC,EM3,29,1.0000
Northwest,Brunswick County,NC,EM4,48,1.0000
Northwest,Brunswick County,NC,EM5,0,1.0000
Northwest,Brunswick County,NC,EM6,19,1.0000
Oak Island,Brunswick County,NC,EM1,2553,1.0000
Oak Island,Brunswick County,NC,EM2,512,1.0000
Oak Island,Brunswick County,NC,EM3,281,1.0000
Oak Island,Brunswick County,NC,EM4,1206,1.0000
Oak Island,Brunswick County,NC,EM5,19,1.0000
Oak Island,Brunswick County,NC,EM6,535,1.0000
Ocean Isle Beach,Brunswick County,NC,EM1,722,1.0000
Ocean Isle Beach,Brunswick County,NC,EM2,169,1.0000
Ocean Isle Beach,Brunswick County,NC,EM3,39,1.0000
Ocean Isle Beach,Brunswick County,NC,EM4,403,1.0000
Ocean Isle Beach,Brunswick County,NC,EM5,2,1.0000
Ocean Isle Beach,Brunswick County,NC,EM6,109,1.0000
Sandy Creek,Brunswick County,NC,EM1,12,1.0000
Sandy Creek,Brunswick County,NC,EM2,9,1.0000
Sandy Creek,Brunswick County,NC,EM3,1,1.0000
Sandy Creek,Brunswick County,NC,EM4,0,1.0000
Sandy Creek,Brunswick County,NC,EM5,0,1.0000
Sandy Creek,Brunswick County,NC,EM6,2,1.0000
Shallotte,Brunswick County,NC,EM1,6082,1.0000
Shallotte,Brunswick County,NC,EM2,1376,1.0000
Shallotte,Brunswick County,NC,EM3,647,1.0000
Shallotte,Brunswick County,NC,EM4,2398,1.0000
Shallotte,Brunswick County,NC,EM5,0,1.0000
Shallotte,Brunswick County,NC,EM6,1661,1.0000
Southport,Brunswick County,NC,EM1,3857,1.0000
Southport,Brunswick County,NC,EM2,1073,1.0000
Southport,Brunswick County,NC,EM3,418,1.0000
Southport,Brunswick County,NC,EM4,1867,1.0000
Southport,Brunswick County,NC,EM5,8,1.0000
Southport,Brunswick County,NC,EM6,491,1.0000
St. James,Brunswick County,NC,EM1,999,1.0000
St. James,Brunswick County,NC,EM2,100,1.0000
St. James,Brunswick County,NC,EM3,61,1.0000
St. James,Brunswick County,NC,EM4,718,1.0000
St. James,Brunswick County,NC,EM5,0,1.0000
St. James,Brunswick County,NC,EM6,120,1.0000
Sunset Beach,Brunswick County,NC,EM1,1608,1.0000
Sunset Beach,Brunswick County,NC,EM2,238,1.0000
Sunset Beach,Brunswick County,NC,EM3,293,1.0000
Sunset Beach,Brunswick County,NC,EM4,854,1.0000
Sunset Beach,Brunswick County,NC,EM5,0,1.0000
Sunset Beach,Brunswick County,NC,EM6,223,1.0000
Unincorporated Brunswick,Brunswick County,NC,EM1,20287,1.0000
Unincorporated Brunswick,Brunswick County,NC,EM2,7366,1.0000
Unincorporated Brunswick,Brunswick County,NC,EM3,3131,1.0000
Unincorporated Brunswick,Brunswick County,NC,EM4,6550,1.0000
Unincorporated Brunswick,Brunswick County,NC,EM5,228,1.0000
Unincorporated Brunswick,Brunswick County,NC,EM6,3012,1.0000
Varnamtown,Brunswick County,NC,EM1,52,1.0000
Varnamtown,Brunswick County,NC,EM2,7,1.0000
Varnamtown,Brunswick County,NC,EM3,16,1.0000
Varnamtown,Brunswick County,NC,EM4,23,1.0000
Varnamtown,Brunswick County,NC,EM5,0,1.0000
Varnamtown,Brunswick County,NC,EM6,6,1.0000
Camden,Camden County,NC,EM1,233,1.0000
Camden,Camden County,NC,EM2,65,1.0000
Camden,Camden County,NC,EM3,25,1.0000
Camden,Camden County,NC,EM4,116,1.0000
Camden,Camden County,NC,EM5,6,1.0000
Camden,Camden County,NC,EM6,21,1.0000
Elizabeth City,Camden County,NC,EM1,14,1.0000
Elizabeth City,Camden County,NC,EM2,0,1.0000
Elizabeth City,Camden County,NC,EM3,0,1.0000
Elizabeth City,Camden County,NC,EM4,6,1.0000
Elizabeth City,Camden County,NC,EM5,0,1.0000
Elizabeth City,Camden County,NC,EM6,8,1.0000
South Mills,Camden County,NC,EM1,44,1.0000
South Mills,Camden County,NC,EM2,20,1.0000
South Mills,Camden County,NC,EM3,2,1.0000
South Mills,Camden County,NC,EM4,4,1.0000
South Mills,Camden County,NC,EM5,0,1.0000
South Mills,Camden County,NC,EM6,18,1.0000
Unincorporated Camden,Camden County,NC,EM1,1657,1.0000
Unincorporated Camden,Camden County,NC,EM2,807,1.0000
Unincorporated Camden,Camden County,NC,EM3,255,1.0000
Unincorporated Camden,Camden County,NC,EM4,385,1.0000
Unincorporated Camden,Camden County,NC,EM5,51,1.0000
Unincorporated Camden,Camden County,NC,EM6,159,1.0000
Atlantic,Carteret County,NC,EM1,128,1.0000
Atlantic,Carteret County,NC,EM2,38,1.0000
Atlantic,Carteret County,NC,EM3,59,1.0000
Atlantic,Carteret County,NC,EM4,27,1.0000
Atlantic,Carteret County,NC,EM5,0,1.0000
Atlantic,Carteret County,NC,EM6,4,1.0000
Atlantic Beach,Carteret County,NC,EM1,1882,1.0000
Atlantic Beach,Carteret County,NC,EM2,189,1.0000
Atlantic Beach,Carteret County,NC,EM3,180,1.0000
Atlantic Beach,Carteret County,NC,EM4,1265,1.0000
Atlantic Beach,Carteret County,NC,EM5,13,1.0000
Atlantic Beach,Carteret County,NC,EM6,235,1.0000
Beaufort,Carteret County,NC,EM1,3571,1.0000
Beaufort,Carteret County,NC,EM2,1204,1.0000
Beaufort,Carteret County,NC,EM3,323,1.0000
Beaufort,Carteret County,NC,EM4,1494,1.0000
Beaufort,Carteret County,NC,EM5,6,1.0000
Beaufort,Carteret County,NC,EM6,544,1.0000
Bogue,Carteret County,NC,EM1,196,1.0000
Bogue,Carteret County,NC,EM2,28,1.0000
Bogue,Carteret County,NC,EM3,50,1.0000
Bogue,Carteret County,NC,EM4,31,1.0000
Bogue,Carteret County,NC,EM5,2,1.0000
Bogue,Carteret County,NC,EM6,85,1.0000
Brandywine Bay,Carteret County,NC,EM1,129,1.0000
Brandywine Bay,Carteret County,NC,EM2,6,1.0000
Brandywine Bay,Carteret County,NC,EM3,15,1.0000
Brandywine Bay,Carteret County,NC,EM4,85,1.0000
Brandywine Bay,Carteret County,NC,EM5,0,1.0000
Brandywine Bay,Carteret County,NC,EM6,23,1.0000
Broad Creek,Carteret County,NC,EM1,336,1.0000
Broad Creek,Carteret County,NC,EM2,141,1.0000
Broad Creek,Carteret County,NC,EM3,58,1.0000
Broad Creek,Carteret County,NC,EM4,76,1.0000
Broad Creek,Carteret County,NC,EM5,0,1.0000
Broad Creek,Carteret County,NC,EM6,61,1.0000
Cape Carteret,Carteret County,NC,EM1,1098,1.0000
Cape Carteret,Carteret County,NC,EM2,239,1.0000
Cape Carteret,Carteret County,NC,EM3,97,1.0000
Cape Carteret,Carteret County,NC,EM4,409,1.0000
Cape Carteret,Carteret County,NC,EM5,7,1.0000
Cape Carteret,Carteret County,NC,EM6,346,1.0000
Cedar Point,Carteret County,NC,EM1,933,1.0000
Cedar Point,Carteret County,NC,EM2,221,1.0000
Cedar Point,Carteret County,NC,EM3,200,1.0000
Cedar Point,Carteret County,NC,EM4,311,1.0000
Cedar Point,Carteret County,NC,EM5,0,1.0000
Cedar Point,Carteret County,NC,EM6,201,1.0000
Davis,Carteret County,NC,EM1,47,1.0000
Davis,Carteret County,NC,EM2,11,1.0000
Davis,Carteret County,NC,EM3,17,1.0000
Davis,Carteret County,NC,EM4,11,1.0000
Davis,Carteret County,NC,EM5,1,1.0000
Davis,Carteret County,NC,EM6,7,1.0000
Emerald Isle,Carteret County,NC,EM1,2484,1.0000
Emerald Isle,Carteret County,NC,EM2,284,1.0000
Emerald Isle,Carteret County,NC,EM3,293,1.0000
Emerald Isle,Carteret County,NC,EM4,1449,1.0000
Emerald Isle,Carteret County,NC,EM5,13,1.0000
Emerald Isle,Carteret County,NC,EM6,445,1.0000
Gloucester,Carteret County,NC,EM1,25,1.0000
Gloucester,Carteret County,NC,EM2,0,1.0000
Gloucester,Carteret County,NC,EM3,1,1.0000
Gloucester,Carteret County,NC,EM4,20,1.0000
Gloucester,Carteret County,NC,EM5,0,1.0000
Gloucester,Carteret County,NC,EM6,4,1.0000
Harkers Island,Carteret County,NC,EM1,276,1.0000
Harkers Island,Carteret County,NC,EM2,59,1.0000
Harkers Island,Carteret County,NC,EM3,32,1.0000
Harkers Island,Carteret County,NC,EM4,113,1.0000
Harkers Island,Carteret County,NC,EM5,2,1.0000
Harkers Island,Carteret County,NC,EM6,70,1.0000
Indian Beach,Carteret County,NC,EM1,204,1.0000
Indian Beach,Carteret County,NC,EM2,28,1.0000
Indian Beach,Carteret County,NC,EM3,24,1.0000
Indian Beach,Carteret County,NC,EM4,135,1.0000
Indian Beach,Carteret County,NC,EM5,0,1.0000
Indian Beach,Carteret County,NC,EM6,17,1.0000
Marshallberg,Carteret County,NC,EM1,60,1.0000
Marshallberg,Carteret County,NC,EM2,17,1.0000
Marshallberg,Carteret County,NC,EM3,5,1.0000
Marshallberg,Carteret County,NC,EM4,34,1.0000
Marshallberg,Carteret County,NC,EM5,0,1.0000
Marshallberg,Carteret County,NC,EM6,4,1.0000
Morehead City,Carteret County,NC,EM1,24603,1.0000
Morehead City,Carteret County,NC,EM2,5331,1.0000
Morehead City,Carteret County,NC,EM3,1018,1.0000
Morehead City,Carteret County,NC,EM4,14512,1.0000
Morehead City,Carteret County,NC,EM5,29,1.0000
Morehead City,Carteret County,NC,EM6,3713,1.0000
Newport,Carteret County,NC,EM1,1717,1.0000
Newport,Carteret County,NC,EM2,596,1.0000
Newport,Carteret County,NC,EM3,236,1.0000
Newport,Carteret County,NC,EM4,420,1.0000
Newport,Carteret County,NC,EM5,0,1.0000
Newport,Carteret County,NC,EM6,465,1.0000
Peletier,Carteret County,NC,EM1,105,1.0000
Peletier,Carteret County,NC,EM2,17,1.0000
Peletier,Carteret County,NC,EM3,24,1.0000
Peletier,Carteret County,NC,EM4,47,1.0000
Peletier,Carteret County,NC,EM5,0,1.0000
Peletier,Carteret County,NC,EM6,17,1.0000
Pine Knoll Shores,Carteret County,NC,EM1,462,1.0000
Pine Knoll Shores,Carteret County,NC,EM2,68,1.0000
Pine Knoll Shores,Carteret County,NC,EM3,18,1.0000
Pine Knoll Shores,Carteret County,NC,EM4,364,1.0000
Pine Knoll Shores,Carteret County,NC,EM5,0,1.0000
Pine Knoll Shores,Carteret County,NC,EM6,12,1.0000
Unincorporated Carteret,Carteret County,NC,EM1,5056,1.0000
Unincorporated Carteret,Carteret County,NC,EM2,1440,1.0000
Unincorporated Carteret,Carteret County,NC,EM3,1180,1.0000
Unincorporated Carteret,Carteret County,NC,EM4,1551,1.0000
Unincorporated Carteret,Carteret County,NC,EM5,114,1.0000
Unincorporated Carteret,Carteret County,NC,EM6,771,1.0000
Arrowhead Beach,Chowan County,NC,EM1,11,1.0000
Arrowhead Beach,Chowan County,NC,EM2,0,1.0000
Arrowhead Beach,Chowan County,NC,EM3,5,1.0000
Arrowhead Beach,Chowan County,NC,EM4,4,1.0000
Arrowhead Beach,Chowan County,NC,EM5,2,1.0000
Arrowhead Beach,Chowan County,NC,EM6,0,1.0000
Cape Colony,Chowan County,NC,EM1,18,1.0000
Cape Colony,Chowan County,NC,EM2,0,1.0000
Cape Colony,Chowan County,NC,EM3,8,1.0000
Cape Colony,Chowan County,NC,EM4,6,1.0000
Cape Colony,Chowan County,NC,EM5,0,1.0000
Cape Colony,Chowan County,NC,EM6,4,1.0000
Chowan Beach,Chowan County,NC,EM1,8,1.0000
Chowan Beach,Chowan County,NC,EM2,0,1.0000
Chowan Beach,Chowan County,NC,EM3,2,1.0000
Chowan Beach,Chowan County,NC,EM4,6,1.0000
Chowan Beach,Chowan County,NC,EM5,0,1.0000
Chowan Beach,Chowan County,NC,EM6,0,1.0000
Edenton,Chowan County,NC,EM1,4930,1.0000
Edenton,Chowan County,NC,EM2,2427,1.0000
Edenton,Chowan County,NC,EM3,391,1.0000
Edenton,Chowan County,NC,EM4,1266,1.0000
Edenton,Chowan County,NC,EM5,9,1.0000
Edenton,Chowan County,NC,EM6,837,1.0000
Unincorporated Chowan,Chowan County,NC,EM1,1624,1.0000
Unincorporated Chowan,Chowan County,NC,EM2,440,1.0000
Unincorporated Chowan,Chowan County,NC,EM3,431,1.0000
Unincorporated Chowan,Chowan County,NC,EM4,392,1.0000
Unincorporated Chowan,Chowan County,NC,EM5,79,1.0000
Unincorporated Chowan,Chowan County,NC,EM6,282,1.0000
Bolton,Columbus County,NC,EM1,107,1.0000
Bolton,Columbus County,NC,EM2,48,1.0000
Bolton,Columbus County,NC,EM3,25,1.0000
Bolton,Columbus County,NC,EM4,20,1.0000
Bolton,Columbus County,NC,EM5,0,1.0000
Bolton,Columbus County,NC,EM6,14,1.0000
Brunswick,Columbus County,NC,EM1,509,1.0000
Brunswick,Columbus County,NC,EM2,335,1.0000
Brunswick,Columbus County,NC,EM3,13,1.0000
Brunswick,Columbus County,NC,EM4,22,1.0000
Brunswick,Columbus County,NC,EM5,15,1.0000
Brunswick,Columbus County,NC,EM6,124,1.0000
Delco,Columbus County,NC,EM1,105,1.0000
Delco,Columbus County,NC,EM2,36,1.0000
Delco,Columbus County,NC,EM3,7,1.0000
Delco,Columbus County,NC,EM4,47,1.0000
Delco,Columbus County,NC,EM5,0,1.0000
Delco,Columbus County,NC,EM6,15,1.0000
Hallsboro,Columbus County,NC,EM1,232,1.0000
Hallsboro,Columbus County,NC,EM2,191,1.0000
Hallsboro,Columbus County,NC,EM3,4,1.0000
Hallsboro,Columbus County,NC,EM4,15,1.0000
Hallsboro,Columbus County,NC,EM5,6,1.0000
Hallsboro,Columbus County,NC,EM6,16,1.0000
Lake Waccamaw,Columbus County,NC,EM1,322,1.0000
Lake Waccamaw,Columbus County,NC,EM2,166,1.0000
Lake Waccamaw,Columbus County,NC,EM3,42,1.0000
Lake Waccamaw,Columbus County,NC,EM4,68,1.0000
Lake Waccamaw,Columbus County,NC,EM5,3,1.0000
Lake Waccamaw,Columbus County,NC,EM6,43,1.0000
Riegelwood,Columbus County,NC,EM1,1375,1.0000
Riegelwood,Columbus County,NC,EM2,48,1.0000
Riegelwood,Columbus County,NC,EM3,1228,1.0000
Riegelwood,Columbus County,NC,EM4,77,1.0000
Riegelwood,Columbus County,NC,EM5,0,1.0000
Riegelwood,Columbus County,NC,EM6,22,1.0000
Sandyfield,Columbus County,NC,EM1,53,1.0000
Sandyfield,Columbus County,NC,EM2,2,1.0000
Sandyfield,Columbus County,NC,EM3,33,1.0000
Sandyfield,Columbus County,NC,EM4,18,1.0000
Sandyfield,Columbus County,NC,EM5,0,1.0000
Sandyfield,Columbus County,NC,EM6,0,1.0000
Tabor City,Columbus County,NC,EM1,954,1.0000
Tabor City,Columbus County,NC,EM2,312,1.0000
Tabor City,Columbus County,NC,EM3,76,1.0000
Tabor City,Columbus County,NC,EM4,290,1.0000
Tabor City,Columbus County,NC,EM5,5,1.0000
Tabor City,Columbus County,NC,EM6,271,1.0000
Unincorporated Columbus,Columbus County,NC,EM1,7162,1.0000
Unincorporated Columbus,Columbus County,NC,EM2,2507,1.0000
Unincorporated Columbus,Columbus County,NC,EM3,2057,1.0000
Unincorporated Columbus,Columbus County,NC,EM4,1613,1.0000
Unincorporated Columbus,Columbus County,NC,EM5,258,1.0000
Unincorporated Columbus,Columbus County,NC,EM6,727,1.0000
Brices Creek,Craven County,NC,EM1,417,1.0000
Brices Creek,Craven County,NC,EM2,60,1.0000
Brices Creek,Craven County,NC,EM3,79,1.0000
Brices Creek,Craven County,NC,EM4,103,1.0000
Brices Creek,Craven County,NC,EM5,0,1.0000
Brices Creek,Craven County,NC,EM6,175,1.0000
Bridgeton,Craven County,NC,EM1,371,1.0000
Bridgeton,Craven County,NC,EM2,54,1.0000
Bridgeton,Craven County,NC,EM3,81,1.0000
Bridgeton,Craven County,NC,EM4,116,1.0000
Bridgeton,Craven County,NC,EM5,0,1.0000
Bridgeton,Craven County,NC,EM6,120,1.0000
Cherry Branch,Craven County,NC,EM1,66,1.0000
Cherry Branch,Craven County,NC,EM2,2,1.0000
Cherry Branch,Craven County,NC,EM3,23,1.0000
Cherry Branch,Craven County,NC,EM4,41,1.0000
Cherry Branch,Craven County,NC,EM5,0,1.0000
Cherry Branch,Craven County,NC,EM6,0,1.0000
Cove City,Craven County,NC,EM1,74,1.0000
Cove City,Craven County,NC,EM2,1,1.0000
Cove City,Craven County,NC,EM3,11,1.0000
Cove City,Craven County,NC,EM4,33,1.0000
Cove City,Craven County,NC,EM5,0,1.0000
Cove City,Craven County,NC,EM6,29,1.0000
Dover,Craven County,NC,EM1,11,1.0000
Dover,Craven County,NC,EM2,0,1.0000
Dover,Craven County,NC,EM3,1,1.0000
Dover,Craven County,NC,EM4,10,1.0000
Dover,Craven County,NC,EM5,0,1.0000
Dover,Craven County,NC,EM6,0,1.0000
Fairfield Harbour,Craven County,NC,EM1,350,1.0000
Fairfield Harbour,Craven County,NC,EM2,11,1.0000
Fairfield Harbour,Craven County,NC,EM3,36,1.0000
Fairfield Harbour,Craven County,NC,EM4,178,1.0000
Fairfield Harbour,Craven County,NC,EM5,4,1.0000
Fairfield Harbour,Craven County,NC,EM6,121,1.0000
Havelock,Craven County,NC,EM1,8927,1.0000
Havelock,Craven County,NC,EM2,5719,1.0000
Havelock,Craven County,NC,EM3,444,1.0000
Havelock,Craven County,NC,EM4,1995,1.0000
Havelock,Craven County,NC,EM5,2,1.0000
Havelock,Craven County,NC,EM6,767,1.0000
James City,Craven County,NC,EM1,3758,1.0000
James City,Craven County,NC,EM2,852,1.0000
