Community,County,State,DBcode,Tot_value,Tot_pct
Harrellsville,Hertford County,NC,PV2,0,1.0000
Murfreesboro,Hertford County,NC,PV1,188791028,1.0000
Murfreesboro,Hertford County,NC,PV3,0,1.0000
Murfreesboro,Hertford County,NC,PV2,0,1.0000
Unincorporated Hertford,Hertford County,NC,PV1,792657150,1.0000
Unincorporated Hertford,Hertford County,NC,PV3,0,1.0000
Unincorporated Hertford,Hertford County,NC,PV2,0,1.0000
Winton,Hertford County,NC,PV1,35559617,1.0000
Winton,Hertford County,NC,PV3,0,1.0000
Winton,Hertford County,NC,PV2,0,1.0000
Engelhard,Hyde County,NC,PV1,27413641,1.0000
Engelhard,Hyde County,NC,PV3,13711144,1.0000
Engelhard,Hyde County,NC,PV2,13806932,1.0000
Fairfield,Hyde County,NC,PV1,31831080,1.0000
Fairfield,Hyde County,NC,PV3,10587197,1.0000
Fairfield,Hyde County,NC,PV2,21553841,1.0000
Ocracoke,Hyde County,NC,PV1,336020008,1.0000
Ocracoke,Hyde County,NC,PV3,137903962,1.0000
Ocracoke,Hyde County,NC,PV2,200880969,1.0000
Swan Quarter,Hyde County,NC,PV1,31716630,1.0000
Swan Quarter,Hyde County,NC,PV3,16433652,1.0000
Swan Quarter,Hyde County,NC,PV2,15420416,1.0000
Unincorporated Hyde,Hyde County,NC,PV1,541814240,1.0000
Unincorporated Hyde,Hyde County,NC,PV3,147308516,1.0000
Unincorporated Hyde,Hyde County,NC,PV2,397028318,1.0000
Maysville,Jones County,NC,PV1,41104107,1.0000
Maysville,Jones County,NC,PV3,33223087,1.0000
Maysville,Jones County,NC,PV2,7970975,1.0000
Pollocksville,Jones County,NC,PV1,15250057,1.0000
Pollocksville,Jones County,NC,PV3,12288856,1.0000
Pollocksville,Jones County,NC,PV2,2961201,1.0000
Trenton,Jones County,NC,PV1,10909711,1.0000
Trenton,Jones County,NC,PV3,9188500,1.0000
Trenton,Jones County,NC,PV2,1736440,1.0000
Unincorporated Jones,Jones County,NC,PV1,579164094,1.0000
Unincorporated Jones,Jones County,NC,PV3,357986508,1.0000
Unincorporated Jones,Jones County,NC,PV2,222266515,1.0000
Graingers,Lenoir County,NC,PV1,10173763,1.0000
Graingers,Lenoir County,NC,PV3,7760285,1.0000
Graingers,Lenoir County,NC,PV2,2413478,1.0000
Grifton,Lenoir County,NC,PV1,3758345,1.0000
Grifton,Lenoir County,NC,PV3,2735494,1.0000
Grifton,Lenoir County,NC,PV2,1057811,1.0000
Jackson Heights,Lenoir County,NC,PV1,34423324,1.0000
Jackson Heights,Lenoir County,NC,PV3,27101336,1.0000
Jackson Heights,Lenoir County,NC,PV2,7441750,1.0000
Kinston,Lenoir County,NC,PV1,1304442214,1.0000
Kinston,Lenoir County,NC,PV3,1019633017,1.0000
Kinston,Lenoir County,NC,PV2,285251706,1.0000
La Grange,Lenoir County,NC,PV1,119012871,1.0000
La Grange,Lenoir County,NC,PV3,98333574,1.0000
La Grange,Lenoir County,NC,PV2,20740358,1.0000
Pink Hill,Lenoir County,NC,PV1,21201466,1.0000
Pink Hill,Lenoir County,NC,PV3,17804290,1.0000
Pink Hill,Lenoir County,NC,PV2,3397176,1.0000
Unincorporated Lenoir,Lenoir County,NC,PV1,1800279526,1.0000
Unincorporated Lenoir,Lenoir County,NC,PV3,1333250661,1.0000
Unincorporated Lenoir,Lenoir County,NC,PV2,471388446,1.0000
Bear Grass,Martin County,NC,PV1,7941060,1.0000
Bear Grass,Martin County,NC,PV3,6542670,1.0000
Bear Grass,Martin County,NC,PV2,1398390,1.0000
Everetts,Martin County,NC,PV1,6439160,1.0000
Everetts,Martin County,NC,PV3,4474850,1.0000
Everetts,Martin County,NC,PV2,1898780,1.0000
Hamilton,Martin County,NC,PV1,14491750,1.0000
Hamilton,Martin County,NC,PV3,11578160,1.0000
Hamilton,Martin County,NC,PV2,2913590,1.0000
Hassell,Martin County,NC,PV1,2569780,1.0000
Hassell,Martin County,NC,PV3,1766990,1.0000
Hassell,Martin County,NC,PV2,802790,1.0000
Jamesville,Martin County,NC,PV1,31124530,1.0000
