GW,SLR,Community,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
111,0,Pantego,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,0,Pinetown,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,0,Pinetown,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,0,Pinetown,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,0,Pinetown,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,0,River Road,Beaufort County,NC,RO1,0.0074,0.0001,0.0074,0.0001,0.0074,0.0001
111,0,River Road,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,0,River Road,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,0,River Road,Beaufort County,NC,RO4,0.0074,0.0002,0.0074,0.0002,0.0074,0.0002
111,0,Unincorporated Beaufort,Beaufort County,NC,RO1,4.8076,0.0033,4.8076,0.0033,4.8076,0.0033
111,0,Unincorporated Beaufort,Beaufort County,NC,RO2,0.9560,0.0265,0.9560,0.0265,0.9560,0.0265
111,0,Unincorporated Beaufort,Beaufort County,NC,RO3,3.3862,0.0180,3.3862,0.0180,3.3862,0.0180
111,0,Unincorporated Beaufort,Beaufort County,NC,RO4,0.4655,0.0004,0.4655,0.0004,0.4655,0.0004
111,0,Washington,Beaufort County,NC,RO1,0.2299,0.0023,0.2299,0.0023,0.2299,0.0023
111,0,Washington,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,0,Washington,Beaufort County,NC,RO3,0.2261,0.0161,0.2261,0.0161,0.2261,0.0161
111,0,Washington,Beaufort County,NC,RO4,0.0038,0.0000,0.0038,0.0000,0.0038,0.0000
111,0,Washington Park,Beaufort County,NC,RO1,0.0335,0.0068,0.0335,0.0068,0.0335,0.0068
111,0,Washington Park,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,0,Washington Park,Beaufort County,NC,RO3,0.0104,0.0131,0.0104,0.0131,0.0104,0.0131
111,0,Washington Park,Beaufort County,NC,RO4,0.0231,0.0056,0.0231,0.0056,0.0231,0.0056
111,25,Aurora,Beaufort County,NC,RO1,0.2266,0.0204,0.2266,0.0204,0.2266,0.0204
111,25,Aurora,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Aurora,Beaufort County,NC,RO3,0.1040,0.0544,0.1040,0.0544,0.1040,0.0544
111,25,Aurora,Beaufort County,NC,RO4,0.1225,0.0134,0.1225,0.0134,0.1225,0.0134
111,25,Bath,Beaufort County,NC,RO1,0.2669,0.0534,0.2669,0.0534,0.2669,0.0534
111,25,Bath,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Bath,Beaufort County,NC,RO3,0.2669,0.2572,0.2669,0.2572,0.2669,0.2572
111,25,Bath,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Bayview,Beaufort County,NC,RO1,0.3117,0.0387,0.3117,0.0387,0.3117,0.0387
111,25,Bayview,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Bayview,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Bayview,Beaufort County,NC,RO4,0.3117,0.0390,0.3117,0.0390,0.3117,0.0390
111,25,Belhaven,Beaufort County,NC,RO1,0.2310,0.0104,0.2310,0.0104,0.2310,0.0104
111,25,Belhaven,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Belhaven,Beaufort County,NC,RO3,0.1763,0.0437,0.1763,0.0437,0.1763,0.0437
111,25,Belhaven,Beaufort County,NC,RO4,0.0547,0.0030,0.0547,0.0030,0.0547,0.0030
111,25,Chocowinity,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Chocowinity,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Chocowinity,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Chocowinity,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Cypress Landing,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Cypress Landing,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Cypress Landing,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Cypress Landing,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Pantego,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Pantego,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Pantego,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Pantego,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Pinetown,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Pinetown,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Pinetown,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Pinetown,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,River Road,Beaufort County,NC,RO1,0.1749,0.0034,0.1749,0.0034,0.1749,0.0034
111,25,River Road,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,River Road,Beaufort County,NC,RO3,0.0127,0.0028,0.0127,0.0028,0.0127,0.0028
111,25,River Road,Beaufort County,NC,RO4,0.1622,0.0034,0.1622,0.0034,0.1622,0.0034
111,25,Unincorporated Beaufort,Beaufort County,NC,RO1,9.9293,0.0069,9.9293,0.0069,9.9293,0.0069
111,25,Unincorporated Beaufort,Beaufort County,NC,RO2,2.9674,0.0824,2.9674,0.0824,2.9674,0.0824
111,25,Unincorporated Beaufort,Beaufort County,NC,RO3,3.7858,0.0201,3.7858,0.0201,3.7858,0.0201
111,25,Unincorporated Beaufort,Beaufort County,NC,RO4,3.1761,0.0026,3.1761,0.0026,3.1761,0.0026
111,25,Washington,Beaufort County,NC,RO1,1.1721,0.0119,1.1721,0.0119,1.1721,0.0119
111,25,Washington,Beaufort County,NC,RO2,0.2188,0.2009,0.2188,0.2009,0.2188,0.2009
111,25,Washington,Beaufort County,NC,RO3,0.2588,0.0185,0.2588,0.0185,0.2588,0.0185
111,25,Washington,Beaufort County,NC,RO4,0.6945,0.0083,0.6945,0.0083,0.6945,0.0083
111,25,Washington Park,Beaufort County,NC,RO1,0.0104,0.0021,0.0104,0.0021,0.0104,0.0021
111,25,Washington Park,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,25,Washington Park,Beaufort County,NC,RO3,0.0104,0.0131,0.0104,0.0131,0.0104,0.0131
111,25,Washington Park,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Aurora,Beaufort County,NC,RO1,0.4443,0.0401,0.4443,0.0401,0.4443,0.0401
111,50,Aurora,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Aurora,Beaufort County,NC,RO3,0.1974,0.1033,0.1974,0.1033,0.1974,0.1033
111,50,Aurora,Beaufort County,NC,RO4,0.2468,0.0269,0.2468,0.0269,0.2468,0.0269
111,50,Bath,Beaufort County,NC,RO1,0.2669,0.0534,0.2669,0.0534,0.2669,0.0534
111,50,Bath,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Bath,Beaufort County,NC,RO3,0.2669,0.2572,0.2669,0.2572,0.2669,0.2572
111,50,Bath,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Bayview,Beaufort County,NC,RO1,0.5878,0.0729,0.5878,0.0729,0.5878,0.0729
111,50,Bayview,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Bayview,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Bayview,Beaufort County,NC,RO4,0.5878,0.0735,0.5878,0.0735,0.5878,0.0735
111,50,Belhaven,Beaufort County,NC,RO1,1.3717,0.0620,1.3717,0.0620,1.3717,0.0620
111,50,Belhaven,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Belhaven,Beaufort County,NC,RO3,0.2856,0.0708,0.2856,0.0708,0.2856,0.0708
111,50,Belhaven,Beaufort County,NC,RO4,1.0861,0.0601,1.0861,0.0601,1.0861,0.0601
111,50,Chocowinity,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Chocowinity,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Chocowinity,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Chocowinity,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Cypress Landing,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Cypress Landing,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Cypress Landing,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Cypress Landing,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Pantego,Beaufort County,NC,RO1,0.0689,0.0185,0.0689,0.0185,0.0689,0.0185
111,50,Pantego,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Pantego,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Pantego,Beaufort County,NC,RO4,0.0689,0.0287,0.0689,0.0287,0.0689,0.0287
111,50,Pinetown,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Pinetown,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Pinetown,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Pinetown,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,River Road,Beaufort County,NC,RO1,1.9368,0.0375,1.9368,0.0375,1.9368,0.0375
111,50,River Road,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,River Road,Beaufort County,NC,RO3,0.0127,0.0028,0.0127,0.0028,0.0127,0.0028
111,50,River Road,Beaufort County,NC,RO4,1.9241,0.0408,1.9241,0.0408,1.9241,0.0408
111,50,Unincorporated Beaufort,Beaufort County,NC,RO1,32.6249,0.0226,32.6249,0.0226,32.6249,0.0226
111,50,Unincorporated Beaufort,Beaufort County,NC,RO2,3.7609,0.1044,3.7609,0.1044,3.7609,0.1044
111,50,Unincorporated Beaufort,Beaufort County,NC,RO3,6.8170,0.0363,6.8170,0.0363,6.8170,0.0363
111,50,Unincorporated Beaufort,Beaufort County,NC,RO4,22.0470,0.0181,22.0470,0.0181,22.0470,0.0181
111,50,Washington,Beaufort County,NC,RO1,1.7586,0.0178,1.7586,0.0178,1.7586,0.0178
111,50,Washington,Beaufort County,NC,RO2,0.2407,0.2210,0.2407,0.2210,0.2407,0.2210
111,50,Washington,Beaufort County,NC,RO3,0.2916,0.0208,0.2916,0.0208,0.2916,0.0208
111,50,Washington,Beaufort County,NC,RO4,1.2263,0.0147,1.2263,0.0147,1.2263,0.0147
111,50,Washington Park,Beaufort County,NC,RO1,0.0945,0.0192,0.0945,0.0192,0.0945,0.0192
111,50,Washington Park,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,50,Washington Park,Beaufort County,NC,RO3,0.0430,0.0541,0.0430,0.0541,0.0430,0.0541
111,50,Washington Park,Beaufort County,NC,RO4,0.0515,0.0125,0.0515,0.0125,0.0515,0.0125
111,100,Aurora,Beaufort County,NC,RO1,0.8094,0.0730,0.8094,0.0730,0.8094,0.0730
111,100,Aurora,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Aurora,Beaufort County,NC,RO3,0.1974,0.1033,0.1974,0.1033,0.1974,0.1033
111,100,Aurora,Beaufort County,NC,RO4,0.6119,0.0667,0.6119,0.0667,0.6119,0.0667
111,100,Bath,Beaufort County,NC,RO1,0.3603,0.0720,0.3603,0.0720,0.3603,0.0720
111,100,Bath,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Bath,Beaufort County,NC,RO3,0.2875,0.2771,0.2875,0.2771,0.2875,0.2771
111,100,Bath,Beaufort County,NC,RO4,0.0728,0.0184,0.0728,0.0184,0.0728,0.0184
111,100,Bayview,Beaufort County,NC,RO1,0.8770,0.1087,0.8770,0.1087,0.8770,0.1087
111,100,Bayview,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Bayview,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Bayview,Beaufort County,NC,RO4,0.8770,0.1097,0.8770,0.1097,0.8770,0.1097
111,100,Belhaven,Beaufort County,NC,RO1,17.6415,0.7975,17.6415,0.7975,17.6415,0.7975
111,100,Belhaven,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Belhaven,Beaufort County,NC,RO3,3.0195,0.7480,3.0195,0.7480,3.0195,0.7480
111,100,Belhaven,Beaufort County,NC,RO4,14.6220,0.8086,14.6220,0.8086,14.6220,0.8086
111,100,Chocowinity,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Chocowinity,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Chocowinity,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Chocowinity,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Cypress Landing,Beaufort County,NC,RO1,0.0158,0.0010,0.0158,0.0010,0.0158,0.0010
111,100,Cypress Landing,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Cypress Landing,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Cypress Landing,Beaufort County,NC,RO4,0.0158,0.0010,0.0158,0.0010,0.0158,0.0010
111,100,Pantego,Beaufort County,NC,RO1,0.3643,0.0981,0.3643,0.0981,0.3643,0.0981
111,100,Pantego,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Pantego,Beaufort County,NC,RO3,0.1031,0.0786,0.1031,0.0786,0.1031,0.0786
111,100,Pantego,Beaufort County,NC,RO4,0.2612,0.1087,0.2612,0.1087,0.2612,0.1087
111,100,Pinetown,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Pinetown,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Pinetown,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Pinetown,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,River Road,Beaufort County,NC,RO1,8.8334,0.1708,8.8334,0.1708,8.8334,0.1708
111,100,River Road,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,River Road,Beaufort County,NC,RO3,0.0127,0.0028,0.0127,0.0028,0.0127,0.0028
111,100,River Road,Beaufort County,NC,RO4,8.8207,0.1869,8.8207,0.1869,8.8207,0.1869
111,100,Unincorporated Beaufort,Beaufort County,NC,RO1,122.7071,0.0849,122.7071,0.0849,122.7071,0.0849
111,100,Unincorporated Beaufort,Beaufort County,NC,RO2,4.9831,0.1383,4.9831,0.1383,4.9831,0.1383
111,100,Unincorporated Beaufort,Beaufort County,NC,RO3,19.6855,0.1047,19.6855,0.1047,19.6855,0.1047
111,100,Unincorporated Beaufort,Beaufort County,NC,RO4,98.0385,0.0803,98.0385,0.0803,98.0385,0.0803
111,100,Washington,Beaufort County,NC,RO1,3.3064,0.0335,3.3064,0.0335,3.3064,0.0335
111,100,Washington,Beaufort County,NC,RO2,0.3478,0.3194,0.3478,0.3194,0.3478,0.3194
111,100,Washington,Beaufort County,NC,RO3,0.7588,0.0541,0.7588,0.0541,0.7588,0.0541
111,100,Washington,Beaufort County,NC,RO4,2.1998,0.0263,2.1998,0.0263,2.1998,0.0263
111,100,Washington Park,Beaufort County,NC,RO1,0.5935,0.1205,0.5935,0.1205,0.5935,0.1205
111,100,Washington Park,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,100,Washington Park,Beaufort County,NC,RO3,0.1097,0.1380,0.1097,0.1380,0.1097,0.1380
111,100,Washington Park,Beaufort County,NC,RO4,0.4838,0.1171,0.4838,0.1171,0.4838,0.1171
111,150,Aurora,Beaufort County,NC,RO1,1.6469,0.1486,1.6469,0.1486,1.6469,0.1486
111,150,Aurora,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Aurora,Beaufort County,NC,RO3,0.3292,0.1722,0.3292,0.1722,0.3292,0.1722
111,150,Aurora,Beaufort County,NC,RO4,1.3177,0.1437,1.3177,0.1437,1.3177,0.1437
111,150,Bath,Beaufort County,NC,RO1,0.4346,0.0869,0.4346,0.0869,0.4346,0.0869
111,150,Bath,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Bath,Beaufort County,NC,RO3,0.3320,0.3199,0.3320,0.3199,0.3320,0.3199
111,150,Bath,Beaufort County,NC,RO4,0.1026,0.0259,0.1026,0.0259,0.1026,0.0259
111,150,Bayview,Beaufort County,NC,RO1,1.5622,0.1937,1.5622,0.1937,1.5622,0.1937
111,150,Bayview,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Bayview,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Bayview,Beaufort County,NC,RO4,1.5622,0.1954,1.5622,0.1954,1.5622,0.1954
111,150,Belhaven,Beaufort County,NC,RO1,22.0553,0.9971,22.0553,0.9971,22.0553,0.9971
111,150,Belhaven,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Belhaven,Beaufort County,NC,RO3,3.9879,0.9879,3.9879,0.9879,3.9879,0.9879
111,150,Belhaven,Beaufort County,NC,RO4,18.0674,0.9991,18.0674,0.9991,18.0674,0.9991
111,150,Chocowinity,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Chocowinity,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Chocowinity,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Chocowinity,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Cypress Landing,Beaufort County,NC,RO1,0.0158,0.0010,0.0158,0.0010,0.0158,0.0010
111,150,Cypress Landing,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Cypress Landing,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Cypress Landing,Beaufort County,NC,RO4,0.0158,0.0010,0.0158,0.0010,0.0158,0.0010
111,150,Pantego,Beaufort County,NC,RO1,0.8587,0.2312,0.8587,0.2312,0.8587,0.2312
111,150,Pantego,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Pantego,Beaufort County,NC,RO3,0.4787,0.3650,0.4787,0.3650,0.4787,0.3650
111,150,Pantego,Beaufort County,NC,RO4,0.3800,0.1581,0.3800,0.1581,0.3800,0.1581
111,150,Pinetown,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Pinetown,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Pinetown,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Pinetown,Beaufort County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,River Road,Beaufort County,NC,RO1,11.6862,0.2260,11.6862,0.2260,11.6862,0.2260
111,150,River Road,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,River Road,Beaufort County,NC,RO3,0.0127,0.0028,0.0127,0.0028,0.0127,0.0028
111,150,River Road,Beaufort County,NC,RO4,11.6734,0.2473,11.6734,0.2473,11.6734,0.2473
111,150,Unincorporated Beaufort,Beaufort County,NC,RO1,207.1556,0.1433,207.1556,0.1433,207.1556,0.1433
111,150,Unincorporated Beaufort,Beaufort County,NC,RO2,5.0225,0.1394,5.0225,0.1394,5.0225,0.1394
111,150,Unincorporated Beaufort,Beaufort County,NC,RO3,29.1539,0.1550,29.1539,0.1550,29.1539,0.1550
111,150,Unincorporated Beaufort,Beaufort County,NC,RO4,172.9792,0.1417,172.9792,0.1417,172.9792,0.1417
111,150,Washington,Beaufort County,NC,RO1,9.4570,0.0958,9.4570,0.0958,9.4570,0.0958
111,150,Washington,Beaufort County,NC,RO2,0.3478,0.3194,0.3478,0.3194,0.3478,0.3194
111,150,Washington,Beaufort County,NC,RO3,2.1307,0.1519,2.1307,0.1519,2.1307,0.1519
111,150,Washington,Beaufort County,NC,RO4,6.9785,0.0834,6.9785,0.0834,6.9785,0.0834
111,150,Washington Park,Beaufort County,NC,RO1,2.4012,0.4874,2.4012,0.4874,2.4012,0.4874
111,150,Washington Park,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,150,Washington Park,Beaufort County,NC,RO3,0.2415,0.3039,0.2415,0.3039,0.2415,0.3039
111,150,Washington Park,Beaufort County,NC,RO4,2.1597,0.5228,2.1597,0.5228,2.1597,0.5228
111,200,Aurora,Beaufort County,NC,RO1,3.3472,0.3020,3.3472,0.3020,3.3472,0.3020
111,200,Aurora,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,200,Aurora,Beaufort County,NC,RO3,0.4849,0.2536,0.4849,0.2536,0.4849,0.2536
111,200,Aurora,Beaufort County,NC,RO4,2.8623,0.3121,2.8623,0.3121,2.8623,0.3121
111,200,Bath,Beaufort County,NC,RO1,0.6756,0.1351,0.6756,0.1351,0.6756,0.1351
111,200,Bath,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,200,Bath,Beaufort County,NC,RO3,0.3655,0.3522,0.3655,0.3522,0.3655,0.3522
111,200,Bath,Beaufort County,NC,RO4,0.3101,0.0782,0.3101,0.0782,0.3101,0.0782
111,200,Bayview,Beaufort County,NC,RO1,2.2062,0.2735,2.2062,0.2735,2.2062,0.2735
111,200,Bayview,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,200,Bayview,Beaufort County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,200,Bayview,Beaufort County,NC,RO4,2.2062,0.2759,2.2062,0.2759,2.2062,0.2759
111,200,Belhaven,Beaufort County,NC,RO1,22.1203,1.0000,22.1203,1.0000,22.1203,1.0000
111,200,Belhaven,Beaufort County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,200,Belhaven,Beaufort County,NC,RO3,4.0367,1.0000,4.0367,1.0000,4.0367,1.0000
111,200,Belhaven,Beaufort County,NC,RO4,18.0836,1.0000,18.0836,1.0000,18.0836,1.0000
111,200,Chocowinity,Beaufort County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
