County,State,DBcode,Tot_value
Lenoir County,NC,RE5,915
Lenoir County,NC,RE6,526
Lenoir County,NC,RE7,81
Lenoir County,NC,RE8,3697
Lenoir County,NC,RE2,4240
Lenoir County,NC,RE20,26329
Lenoir County,NC,RE21,22696
Lenoir County,NC,RE22,3633
Martin County,NC,RE1,20519
Martin County,NC,RE3,11774
Martin County,NC,RE4,8285
Martin County,NC,RE5,300
Martin County,NC,RE6,139
Martin County,NC,RE7,24
Martin County,NC,RE8,761
Martin County,NC,RE2,812
Martin County,NC,RE20,10264
Martin County,NC,RE21,8904
Martin County,NC,RE22,1360
New Hanover County,NC,RE1,225702
New Hanover County,NC,RE3,184424
New Hanover County,NC,RE4,31016
New Hanover County,NC,RE5,4830
New Hanover County,NC,RE6,5410
New Hanover County,NC,RE7,481
New Hanover County,NC,RE8,15089
New Hanover County,NC,RE2,17300
New Hanover County,NC,RE20,113368
New Hanover County,NC,RE21,98109
New Hanover County,NC,RE22,15259
Northampton County,NC,RE1,12163
Northampton County,NC,RE3,5321
Northampton County,NC,RE4,6799
Northampton County,NC,RE5,179
Northampton County,NC,RE6,45
Northampton County,NC,RE7,15
Northampton County,NC,RE8,261
Northampton County,NC,RE2,251
Northampton County,NC,RE20,7782
Northampton County,NC,RE21,5537
Northampton County,NC,RE22,2245
Onslow County,NC,RE1,204576
Onslow County,NC,RE3,157056
Onslow County,NC,RE4,34675
Onslow County,NC,RE5,6929
Onslow County,NC,RE6,8499
Onslow County,NC,RE7,1778
Onslow County,NC,RE8,19989
Onslow County,NC,RE2,27641
Onslow County,NC,RE20,84180
Onslow County,NC,RE21,69576
Onslow County,NC,RE22,14604
Pamlico County,NC,RE1,12271
Pamlico County,NC,RE3,9791
Pamlico County,NC,RE4,2297
Pamlico County,NC,RE5,286
Pamlico County,NC,RE6,133
Pamlico County,NC,RE7,29
Pamlico County,NC,RE8,443
Pamlico County,NC,RE2,494
Pamlico County,NC,RE20,7117
Pamlico County,NC,RE21,5193
Pamlico County,NC,RE22,1924
Pasquotank County,NC,RE1,40568
Pasquotank County,NC,RE3,24120
Pasquotank County,NC,RE4,15364
Pasquotank County,NC,RE5,905
Pasquotank County,NC,RE6,755
Pasquotank County,NC,RE7,85
Pasquotank County,NC,RE8,1902
Pasquotank County,NC,RE2,2237
Pasquotank County,NC,RE20,17410
Pasquotank County,NC,RE21,15616
Pasquotank County,NC,RE22,1794
Pender County,NC,RE1,60203
Pender County,NC,RE3,48832
Pender County,NC,RE4,8398
Pender County,NC,RE5,1710
Pender County,NC,RE6,735
Pender County,NC,RE7,125
Pender County,NC,RE8,4371
Pender County,NC,RE2,4982
Pender County,NC,RE20,29927
Pender County,NC,RE21,22962
Pender County,NC,RE22,6965
Perquimans County,NC,RE1,13005
Perquimans County,NC,RE3,10028
Perquimans County,NC,RE4,2933
Perquimans County,NC,RE5,309
Perquimans County,NC,RE6,104
Perquimans County,NC,RE7,41
Perquimans County,NC,RE8,309
Perquimans County,NC,RE2,309
Perquimans County,NC,RE20,6866
Perquimans County,NC,RE21,5566
Perquimans County,NC,RE22,1300
Pitt County,NC,RE1,163500
Pitt County,NC,RE3,93714
Pitt County,NC,RE4,61012
Pitt County,NC,RE5,3018
Pitt County,NC,RE6,4235
Pitt County,NC,RE7,263
Pitt County,NC,RE8,11152
Pitt County,NC,RE2,12658
Pitt County,NC,RE20,77164
Pitt County,NC,RE21,67149
Pitt County,NC,RE22,10015
Sampson County,NC,RE1,43244
Sampson County,NC,RE3,25548
Sampson County,NC,RE4,9910
Sampson County,NC,RE5,1813
Sampson County,NC,RE6,227
Sampson County,NC,RE7,47
Sampson County,NC,RE8,8541
Sampson County,NC,RE2,9861
Sampson County,NC,RE20,18385
Sampson County,NC,RE21,16274
Sampson County,NC,RE22,2111
Tyrrell County,NC,RE1,3245
Tyrrell County,NC,RE3,2075
Tyrrell County,NC,RE4,1005
Tyrrell County,NC,RE5,60
Tyrrell County,NC,RE6,65
Tyrrell County,NC,RE7,20
Tyrrell County,NC,RE8,268
Tyrrell County,NC,RE2,272
Tyrrell County,NC,RE20,1999
Tyrrell County,NC,RE21,1444
Tyrrell County,NC,RE22,555
Washington County,NC,RE1,11003
Washington County,NC,RE3,5278
Washington County,NC,RE4,5541
Washington County,NC,RE5,126
Washington County,NC,RE6,64
Washington County,NC,RE7,19
Washington County,NC,RE8,338
Washington County,NC,RE2,371
Washington County,NC,RE20,6039
Washington County,NC,RE21,4871
Washington County,NC,RE22,1168
