Community,County,State,DBcode,Tot_value,Tot_pct
Emerald Isle,Carteret County,NC,RO4,68.7776,1.0000
Indian Beach,Carteret County,NC,RO1,9.2228,1.0000
Indian Beach,Carteret County,NC,RO2,0.0000,1.0000
Indian Beach,Carteret County,NC,RO3,1.8838,1.0000
Indian Beach,Carteret County,NC,RO4,7.3390,1.0000
Pine Knoll Shores,Carteret County,NC,RO1,22.6738,1.0000
Pine Knoll Shores,Carteret County,NC,RO2,0.0000,1.0000
Pine Knoll Shores,Carteret County,NC,RO3,4.6647,1.0000
Pine Knoll Shores,Carteret County,NC,RO4,18.0091,1.0000
Unincorporated Carteret,Carteret County,NC,RO1,637.4621,1.0000
Unincorporated Carteret,Carteret County,NC,RO2,0.0000,1.0000
Unincorporated Carteret,Carteret County,NC,RO3,117.0671,1.0000
Unincorporated Carteret,Carteret County,NC,RO4,520.3950,1.0000
Unincorporated Currituck,Currituck County,NC,RO1,490.6453,1.0000
Unincorporated Currituck,Currituck County,NC,RO2,0.0000,1.0000
Unincorporated Currituck,Currituck County,NC,RO3,70.8264,1.0000
Unincorporated Currituck,Currituck County,NC,RO4,419.8189,1.0000
Avon,Dare County,NC,RO1,23.4235,1.0000
Avon,Dare County,NC,RO2,0.0000,1.0000
Avon,Dare County,NC,RO3,3.4492,1.0000
Avon,Dare County,NC,RO4,19.9743,1.0000
Buxton,Dare County,NC,RO1,30.0510,1.0000
Buxton,Dare County,NC,RO2,0.0000,1.0000
Buxton,Dare County,NC,RO3,3.7700,1.0000
Buxton,Dare County,NC,RO4,26.2810,1.0000
Duck,Dare County,NC,RO1,34.0222,1.0000
Duck,Dare County,NC,RO2,0.0000,1.0000
Duck,Dare County,NC,RO3,0.0000,1.0000
Duck,Dare County,NC,RO4,34.0222,1.0000
Frisco,Dare County,NC,RO1,26.5530,1.0000
Frisco,Dare County,NC,RO2,0.0000,1.0000
Frisco,Dare County,NC,RO3,4.4510,1.0000
Frisco,Dare County,NC,RO4,22.1020,1.0000
Hatteras,Dare County,NC,RO1,13.9697,1.0000
Hatteras,Dare County,NC,RO2,0.0000,1.0000
Hatteras,Dare County,NC,RO3,3.1691,1.0000
Hatteras,Dare County,NC,RO4,10.8006,1.0000
Kill Devil Hills,Dare County,NC,RO1,81.1635,1.0000
Kill Devil Hills,Dare County,NC,RO2,0.0000,1.0000
Kill Devil Hills,Dare County,NC,RO3,9.6638,1.0000
Kill Devil Hills,Dare County,NC,RO4,71.4997,1.0000
Kitty Hawk,Dare County,NC,RO1,60.5448,1.0000
Kitty Hawk,Dare County,NC,RO2,0.0000,1.0000
Kitty Hawk,Dare County,NC,RO3,9.1287,1.0000
Kitty Hawk,Dare County,NC,RO4,51.4162,1.0000
Nags Head,Dare County,NC,RO1,69.1491,1.0000
Nags Head,Dare County,NC,RO2,0.0000,1.0000
Nags Head,Dare County,NC,RO3,20.6418,1.0000
Nags Head,Dare County,NC,RO4,48.5074,1.0000
Rodanthe,Dare County,NC,RO1,10.9832,1.0000
Rodanthe,Dare County,NC,RO2,0.0000,1.0000
Rodanthe,Dare County,NC,RO3,1.9402,1.0000
Rodanthe,Dare County,NC,RO4,9.0430,1.0000
Salvo,Dare County,NC,RO1,11.0846,1.0000
Salvo,Dare County,NC,RO2,0.0000,1.0000
Salvo,Dare County,NC,RO3,1.6850,1.0000
Salvo,Dare County,NC,RO4,9.3996,1.0000
Southern Shores,Dare County,NC,RO1,42.1278,1.0000
Southern Shores,Dare County,NC,RO2,0.0000,1.0000
Southern Shores,Dare County,NC,RO3,0.0000,1.0000
Southern Shores,Dare County,NC,RO4,42.1278,1.0000
Unincorporated Dare,Dare County,NC,RO1,420.6505,1.0000
Unincorporated Dare,Dare County,NC,RO2,0.0000,1.0000
Unincorporated Dare,Dare County,NC,RO3,100.8290,1.0000
Unincorporated Dare,Dare County,NC,RO4,319.8215,1.0000
Waves,Dare County,NC,RO1,9.7232,1.0000
Waves,Dare County,NC,RO2,0.0000,1.0000
Waves,Dare County,NC,RO3,1.3251,1.0000
Waves,Dare County,NC,RO4,8.3980,1.0000
Ocracoke,Hyde County,NC,RO1,33.4535,1.0000
Ocracoke,Hyde County,NC,RO2,0.0000,1.0000
Ocracoke,Hyde County,NC,RO3,14.6099,1.0000
Ocracoke,Hyde County,NC,RO4,18.8436,1.0000
Unincorporated Hyde,Hyde County,NC,RO1,465.4689,1.0000
Unincorporated Hyde,Hyde County,NC,RO2,0.0000,1.0000
Unincorporated Hyde,Hyde County,NC,RO3,132.8925,1.0000
Unincorporated Hyde,Hyde County,NC,RO4,332.5764,1.0000
Carolina Beach,New Hanover County,NC,RO1,53.5349,1.0000
Carolina Beach,New Hanover County,NC,RO2,0.0000,1.0000
Carolina Beach,New Hanover County,NC,RO3,6.5021,1.0000
Carolina Beach,New Hanover County,NC,RO4,47.0328,1.0000
Kure Beach,New Hanover County,NC,RO1,19.2312,1.0000
Kure Beach,New Hanover County,NC,RO2,0.0000,1.0000
Kure Beach,New Hanover County,NC,RO3,3.2481,1.0000
Kure Beach,New Hanover County,NC,RO4,15.9832,1.0000
Unincorporated New Hanover,New Hanover County,NC,RO1,275.0916,1.0000
Unincorporated New Hanover,New Hanover County,NC,RO2,26.3158,1.0000
Unincorporated New Hanover,New Hanover County,NC,RO3,29.5459,1.0000
Unincorporated New Hanover,New Hanover County,NC,RO4,219.2299,1.0000
Wrightsville Beach,New Hanover County,NC,RO1,23.8028,1.0000
Wrightsville Beach,New Hanover County,NC,RO2,0.0000,1.0000
Wrightsville Beach,New Hanover County,NC,RO3,0.0000,1.0000
Wrightsville Beach,New Hanover County,NC,RO4,23.8028,1.0000
North Topsail Beach,Onslow County,NC,RO1,29.8512,1.0000
North Topsail Beach,Onslow County,NC,RO2,0.0000,1.0000
North Topsail Beach,Onslow County,NC,RO3,6.3654,1.0000
North Topsail Beach,Onslow County,NC,RO4,23.4857,1.0000
Surf City,Onslow County,NC,RO1,5.5063,1.0000
Surf City,Onslow County,NC,RO2,0.0000,1.0000
Surf City,Onslow County,NC,RO3,0.5703,1.0000
Surf City,Onslow County,NC,RO4,4.9360,1.0000
Unincorporated Onslow,Onslow County,NC,RO1,1231.7065,1.0000
Unincorporated Onslow,Onslow County,NC,RO2,80.4879,1.0000
Unincorporated Onslow,Onslow County,NC,RO3,158.4015,1.0000
Unincorporated Onslow,Onslow County,NC,RO4,992.8171,1.0000
Surf City,Pender County,NC,RO1,44.7359,1.0000
Surf City,Pender County,NC,RO2,1.0883,1.0000
Surf City,Pender County,NC,RO3,5.4768,1.0000
Surf City,Pender County,NC,RO4,38.1708,1.0000
Topsail Beach,Pender County,NC,RO1,13.8868,1.0000
Topsail Beach,Pender County,NC,RO2,0.0000,1.0000
Topsail Beach,Pender County,NC,RO3,0.0000,1.0000
Topsail Beach,Pender County,NC,RO4,13.8868,1.0000
Unincorporated Pender,Pender County,NC,RO1,1094.0426,1.0000
Unincorporated Pender,Pender County,NC,RO2,68.4369,1.0000
Unincorporated Pender,Pender County,NC,RO3,163.0033,1.0000
Unincorporated Pender,Pender County,NC,RO4,862.6024,1.0000
