Community,County,State,DBcode,Tot_value,Tot_pct
Unincorporated Currituck,Currituck County,NC,WW4,3,1.0000
Avon,Dare County,NC,CR2,0,1.0000
Avon,Dare County,NC,CR3,1,1.0000
Avon,Dare County,NC,CR4,0,1.0000
Avon,Dare County,NC,CR5,0,1.0000
Avon,Dare County,NC,WW2,0,1.0000
Avon,Dare County,NC,WW3,0,1.0000
Avon,Dare County,NC,WW4,0,1.0000
Buxton,Dare County,NC,CR2,0,1.0000
Buxton,Dare County,NC,CR3,1,1.0000
Buxton,Dare County,NC,CR4,2,1.0000
Buxton,Dare County,NC,CR5,0,1.0000
Buxton,Dare County,NC,WW2,0,1.0000
Buxton,Dare County,NC,WW3,0,1.0000
Buxton,Dare County,NC,WW4,0,1.0000
Duck,Dare County,NC,CR2,1,1.0000
Duck,Dare County,NC,CR3,1,1.0000
Duck,Dare County,NC,CR4,0,1.0000
Duck,Dare County,NC,CR5,0,1.0000
Duck,Dare County,NC,WW2,0,1.0000
Duck,Dare County,NC,WW3,0,1.0000
Duck,Dare County,NC,WW4,0,1.0000
Frisco,Dare County,NC,CR2,0,1.0000
Frisco,Dare County,NC,CR3,1,1.0000
Frisco,Dare County,NC,CR4,0,1.0000
Frisco,Dare County,NC,CR5,0,1.0000
Frisco,Dare County,NC,WW2,15,1.0000
Frisco,Dare County,NC,WW3,0,1.0000
Frisco,Dare County,NC,WW4,0,1.0000
Hatteras,Dare County,NC,CR2,1,1.0000
Hatteras,Dare County,NC,CR3,1,1.0000
Hatteras,Dare County,NC,CR4,0,1.0000
Hatteras,Dare County,NC,CR5,0,1.0000
Hatteras,Dare County,NC,WW2,0,1.0000
Hatteras,Dare County,NC,WW3,0,1.0000
Hatteras,Dare County,NC,WW4,0,1.0000
Kill Devil Hills,Dare County,NC,CR2,2,1.0000
Kill Devil Hills,Dare County,NC,CR3,1,1.0000
Kill Devil Hills,Dare County,NC,CR4,3,1.0000
Kill Devil Hills,Dare County,NC,CR5,0,1.0000
Kill Devil Hills,Dare County,NC,WW2,6,1.0000
Kill Devil Hills,Dare County,NC,WW3,0,1.0000
Kill Devil Hills,Dare County,NC,WW4,0,1.0000
Kitty Hawk,Dare County,NC,CR2,1,1.0000
Kitty Hawk,Dare County,NC,CR3,1,1.0000
Kitty Hawk,Dare County,NC,CR4,2,1.0000
Kitty Hawk,Dare County,NC,CR5,0,1.0000
Kitty Hawk,Dare County,NC,WW2,0,1.0000
Kitty Hawk,Dare County,NC,WW3,0,1.0000
Kitty Hawk,Dare County,NC,WW4,0,1.0000
Nags Head,Dare County,NC,CR2,1,1.0000
Nags Head,Dare County,NC,CR3,2,1.0000
Nags Head,Dare County,NC,CR4,1,1.0000
Nags Head,Dare County,NC,CR5,1,1.0000
Nags Head,Dare County,NC,WW2,1,1.0000
Nags Head,Dare County,NC,WW3,0,1.0000
Nags Head,Dare County,NC,WW4,0,1.0000
Rodanthe,Dare County,NC,CR2,0,1.0000
Rodanthe,Dare County,NC,CR3,1,1.0000
Rodanthe,Dare County,NC,CR4,0,1.0000
Rodanthe,Dare County,NC,CR5,0,1.0000
Rodanthe,Dare County,NC,WW2,7,1.0000
Rodanthe,Dare County,NC,WW3,0,1.0000
Rodanthe,Dare County,NC,WW4,0,1.0000
Salvo,Dare County,NC,CR2,0,1.0000
Salvo,Dare County,NC,CR3,1,1.0000
Salvo,Dare County,NC,CR4,0,1.0000
Salvo,Dare County,NC,CR5,0,1.0000
Salvo,Dare County,NC,WW2,0,1.0000
Salvo,Dare County,NC,WW3,0,1.0000
Salvo,Dare County,NC,WW4,0,1.0000
Southern Shores,Dare County,NC,CR2,1,1.0000
Southern Shores,Dare County,NC,CR3,2,1.0000
Southern Shores,Dare County,NC,CR4,1,1.0000
Southern Shores,Dare County,NC,CR5,0,1.0000
Southern Shores,Dare County,NC,WW2,0,1.0000
Southern Shores,Dare County,NC,WW3,0,1.0000
Southern Shores,Dare County,NC,WW4,0,1.0000
Unincorporated Dare,Dare County,NC,CR2,2,1.0000
Unincorporated Dare,Dare County,NC,CR3,3,1.0000
Unincorporated Dare,Dare County,NC,CR4,0,1.0000
Unincorporated Dare,Dare County,NC,CR5,0,1.0000
Unincorporated Dare,Dare County,NC,WW2,7,1.0000
Unincorporated Dare,Dare County,NC,WW3,0,1.0000
Unincorporated Dare,Dare County,NC,WW4,2,1.0000
Waves,Dare County,NC,CR2,0,0.0000
Waves,Dare County,NC,CR3,0,0.0000
Waves,Dare County,NC,CR4,0,0.0000
Waves,Dare County,NC,CR5,0,0.0000
Waves,Dare County,NC,WW2,0,0.0000
Waves,Dare County,NC,WW3,0,0.0000
Waves,Dare County,NC,WW4,0,0.0000
Ocracoke,Hyde County,NC,CR2,1,1.0000
Ocracoke,Hyde County,NC,CR3,1,1.0000
Ocracoke,Hyde County,NC,CR4,1,1.0000
Ocracoke,Hyde County,NC,CR5,0,1.0000
Ocracoke,Hyde County,NC,WW2,4,1.0000
Ocracoke,Hyde County,NC,WW3,0,1.0000
Ocracoke,Hyde County,NC,WW4,0,1.0000
Unincorporated Hyde,Hyde County,NC,CR2,0,1.0000
Unincorporated Hyde,Hyde County,NC,CR3,1,1.0000
Unincorporated Hyde,Hyde County,NC,CR4,3,1.0000
Unincorporated Hyde,Hyde County,NC,CR5,0,1.0000
Unincorporated Hyde,Hyde County,NC,WW2,14,1.0000
Unincorporated Hyde,Hyde County,NC,WW3,0,1.0000
Unincorporated Hyde,Hyde County,NC,WW4,0,1.0000
Carolina Beach,New Hanover County,NC,CR2,1,1.0000
Carolina Beach,New Hanover County,NC,CR3,1,1.0000
Carolina Beach,New Hanover County,NC,CR4,1,1.0000
Carolina Beach,New Hanover County,NC,CR5,0,1.0000
Carolina Beach,New Hanover County,NC,WW2,9,1.0000
Carolina Beach,New Hanover County,NC,WW3,0,1.0000
Carolina Beach,New Hanover County,NC,WW4,0,1.0000
Kure Beach,New Hanover County,NC,CR2,1,1.0000
Kure Beach,New Hanover County,NC,CR3,1,1.0000
Kure Beach,New Hanover County,NC,CR4,0,1.0000
Kure Beach,New Hanover County,NC,CR5,0,1.0000
Kure Beach,New Hanover County,NC,WW2,4,1.0000
Kure Beach,New Hanover County,NC,WW3,0,1.0000
Kure Beach,New Hanover County,NC,WW4,0,1.0000
Unincorporated New Hanover,New Hanover County,NC,CR2,1,1.0000
Unincorporated New Hanover,New Hanover County,NC,CR3,0,1.0000
Unincorporated New Hanover,New Hanover County,NC,CR4,7,1.0000
Unincorporated New Hanover,New Hanover County,NC,CR5,0,1.0000
Unincorporated New Hanover,New Hanover County,NC,WW2,39,1.0000
Unincorporated New Hanover,New Hanover County,NC,WW3,3,1.0000
Unincorporated New Hanover,New Hanover County,NC,WW4,2,1.0000
Wrightsville Beach,New Hanover County,NC,CR2,1,1.0000
Wrightsville Beach,New Hanover County,NC,CR3,1,1.0000
Wrightsville Beach,New Hanover County,NC,CR4,1,1.0000
Wrightsville Beach,New Hanover County,NC,CR5,0,1.0000
Wrightsville Beach,New Hanover County,NC,WW2,9,1.0000
Wrightsville Beach,New Hanover County,NC,WW3,0,1.0000
Wrightsville Beach,New Hanover County,NC,WW4,0,1.0000
North Topsail Beach,Onslow County,NC,CR2,1,1.0000
North Topsail Beach,Onslow County,NC,CR3,2,1.0000
North Topsail Beach,Onslow County,NC,CR4,0,1.0000
North Topsail Beach,Onslow County,NC,CR5,0,1.0000
North Topsail Beach,Onslow County,NC,WW2,0,1.0000
North Topsail Beach,Onslow County,NC,WW3,0,1.0000
North Topsail Beach,Onslow County,NC,WW4,0,1.0000
Surf City,Onslow County,NC,CR2,0,0.0000
Surf City,Onslow County,NC,CR3,0,0.0000
Surf City,Onslow County,NC,CR4,0,0.0000
Surf City,Onslow County,NC,CR5,0,0.0000
Surf City,Onslow County,NC,WW2,0,0.0000
Surf City,Onslow County,NC,WW3,0,0.0000
Surf City,Onslow County,NC,WW4,0,0.0000
Unincorporated Onslow,Onslow County,NC,CR2,2,1.0000
Unincorporated Onslow,Onslow County,NC,CR3,17,1.0000
Unincorporated Onslow,Onslow County,NC,CR4,23,1.0000
Unincorporated Onslow,Onslow County,NC,CR5,0,1.0000
Unincorporated Onslow,Onslow County,NC,WW2,79,1.0000
Unincorporated Onslow,Onslow County,NC,WW3,1,1.0000
Unincorporated Onslow,Onslow County,NC,WW4,2,1.0000
Surf City,Pender County,NC,CR2,1,1.0000
Surf City,Pender County,NC,CR3,2,1.0000
Surf City,Pender County,NC,CR4,0,1.0000
Surf City,Pender County,NC,CR5,0,1.0000
Surf City,Pender County,NC,WW2,8,1.0000
Surf City,Pender County,NC,WW3,0,1.0000
Surf City,Pender County,NC,WW4,0,1.0000
Topsail Beach,Pender County,NC,CR2,1,1.0000
Topsail Beach,Pender County,NC,CR3,1,1.0000
Topsail Beach,Pender County,NC,CR4,0,1.0000
Topsail Beach,Pender County,NC,CR5,0,1.0000
Topsail Beach,Pender County,NC,WW2,6,1.0000
Topsail Beach,Pender County,NC,WW3,0,1.0000
Topsail Beach,Pender County,NC,WW4,0,1.0000
Unincorporated Pender,Pender County,NC,CR2,0,1.0000
Unincorporated Pender,Pender County,NC,CR3,5,1.0000
Unincorporated Pender,Pender County,NC,CR4,12,1.0000
Unincorporated Pender,Pender County,NC,CR5,0,1.0000
Unincorporated Pender,Pender County,NC,WW2,101,1.0000
Unincorporated Pender,Pender County,NC,WW3,0,1.0000
Unincorporated Pender,Pender County,NC,WW4,1,1.0000
