ER,SLR,Community,County,State,DBcode,ELA_value,ELA_pct,ELNA_value,ELNA_pct,ENLA_value,ENLA_pct,ENLNA_value,ENLNA_pct
000,000,Unincorporated Brunswick,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Unincorporated Brunswick,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Unincorporated Brunswick,Brunswick County,NC,LC7,0.3145,0.0089,0.3145,0.0089,0.3159,0.0089,0.3159,0.0089
000,025,Bald Head Island,Brunswick County,NC,LC2,0.0000,0.0000,0.0000,0.0000,0.0003,0.0008,0.0003,0.0008
000,025,Bald Head Island,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Bald Head Island,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Bald Head Island,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Bald Head Island,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Bald Head Island,Brunswick County,NC,LC7,0.0848,0.0769,0.0883,0.0801,0.1056,0.0958,0.1105,0.1002
000,025,Caswell Beach,Brunswick County,NC,LC2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Caswell Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Caswell Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Caswell Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Caswell Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Caswell Beach,Brunswick County,NC,LC7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Holden Beach,Brunswick County,NC,LC2,0.0000,0.0000,0.0007,0.0006,0.0000,0.0000,0.0007,0.0006
000,025,Holden Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Holden Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Holden Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Holden Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Holden Beach,Brunswick County,NC,LC7,0.1102,0.1613,0.1303,0.1908,0.1108,0.1623,0.1286,0.1883
000,025,Oak Island,Brunswick County,NC,LC2,0.0007,0.0002,0.0017,0.0004,0.0014,0.0003,0.0014,0.0003
000,025,Oak Island,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Oak Island,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Oak Island,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Oak Island,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Oak Island,Brunswick County,NC,LC7,0.1237,0.0532,0.1307,0.0562,0.1275,0.0549,0.1341,0.0577
000,025,Ocean Isle Beach,Brunswick County,NC,LC2,0.0042,0.0029,0.0042,0.0029,0.0035,0.0024,0.0035,0.0024
000,025,Ocean Isle Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,LC7,0.0094,0.0249,0.0094,0.0249,0.0094,0.0249,0.0094,0.0249
000,025,Sunset Beach,Brunswick County,NC,LC2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Sunset Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Sunset Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Sunset Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Sunset Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Sunset Beach,Brunswick County,NC,LC7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Unincorporated Brunswick,Brunswick County,NC,LC2,0.0007,0.0000,0.0010,0.0000,0.0007,0.0000,0.0010,0.0000
000,025,Unincorporated Brunswick,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Unincorporated Brunswick,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Unincorporated Brunswick,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0014,0.0000
000,025,Unincorporated Brunswick,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Unincorporated Brunswick,Brunswick County,NC,LC7,0.3909,0.0110,0.3496,0.0099,0.4319,0.0122,0.3968,0.0112
000,050,Bald Head Island,Brunswick County,NC,LC2,0.0003,0.0008,0.0003,0.0008,0.0122,0.0276,0.0122,0.0276
000,050,Bald Head Island,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Bald Head Island,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Bald Head Island,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Bald Head Island,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Bald Head Island,Brunswick County,NC,LC7,0.1268,0.1150,0.1334,0.1210,0.1703,0.1544,0.1831,0.1661
000,050,Caswell Beach,Brunswick County,NC,LC2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Caswell Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Caswell Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Caswell Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Caswell Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Caswell Beach,Brunswick County,NC,LC7,0.0000,0.0000,0.0024,0.0102,0.0000,0.0000,0.0042,0.0174
000,050,Holden Beach,Brunswick County,NC,LC2,0.0021,0.0019,0.0090,0.0081,0.0021,0.0019,0.0170,0.0153
000,050,Holden Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Holden Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Holden Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Holden Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Holden Beach,Brunswick County,NC,LC7,0.1647,0.2412,0.1998,0.2926,0.1616,0.2366,0.2172,0.3181
000,050,Oak Island,Brunswick County,NC,LC2,0.0142,0.0033,0.0268,0.0063,0.0198,0.0046,0.0553,0.0129
000,050,Oak Island,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Oak Island,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Oak Island,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Oak Island,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Oak Island,Brunswick County,NC,LC7,0.1849,0.0795,0.2085,0.0897,0.1956,0.0842,0.2300,0.0990
000,050,Ocean Isle Beach,Brunswick County,NC,LC2,0.0097,0.0068,0.0108,0.0075,0.0125,0.0087,0.0136,0.0094
000,050,Ocean Isle Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Ocean Isle Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Ocean Isle Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Ocean Isle Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Ocean Isle Beach,Brunswick County,NC,LC7,0.0337,0.0894,0.0587,0.1558,0.0358,0.0949,0.0639,0.1696
000,050,Sunset Beach,Brunswick County,NC,LC2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Sunset Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Sunset Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Sunset Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Sunset Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Sunset Beach,Brunswick County,NC,LC7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Unincorporated Brunswick,Brunswick County,NC,LC2,0.0010,0.0000,0.0010,0.0000,0.0010,0.0000,0.0010,0.0000
000,050,Unincorporated Brunswick,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Unincorporated Brunswick,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000,0.0045,0.0000
000,050,Unincorporated Brunswick,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000,0.0028,0.0000
000,050,Unincorporated Brunswick,Brunswick County,NC,LC6,0.0000,0.0000,0.0007,0.0000,0.0007,0.0000,0.0024,0.0000
000,050,Unincorporated Brunswick,Brunswick County,NC,LC7,0.4503,0.0127,0.4274,0.0121,0.5598,0.0158,0.5609,0.0158
000,100,Bald Head Island,Brunswick County,NC,LC2,0.0003,0.0008,0.0003,0.0008,0.0354,0.0804,0.0476,0.1080
000,100,Bald Head Island,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Bald Head Island,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0076,0.0091,0.0076,0.0091
000,100,Bald Head Island,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0010,0.0160,0.0010,0.0160
000,100,Bald Head Island,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0139,0.0087,0.0139,0.0087
000,100,Bald Head Island,Brunswick County,NC,LC7,0.1519,0.1377,0.1543,0.1399,0.2943,0.2669,0.3464,0.3142
000,100,Caswell Beach,Brunswick County,NC,LC2,0.0000,0.0000,0.0000,0.0000,0.0021,0.0081,0.0434,0.1689
000,100,Caswell Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Caswell Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Caswell Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0145
000,100,Caswell Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Caswell Beach,Brunswick County,NC,LC7,0.0024,0.0102,0.0024,0.0102,0.0049,0.0203,0.0400,0.1669
000,100,Holden Beach,Brunswick County,NC,LC2,0.0118,0.0106,0.0118,0.0106,0.0862,0.0772,0.2141,0.1918
000,100,Holden Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Holden Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Holden Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0278
000,100,Holden Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Holden Beach,Brunswick County,NC,LC7,0.2036,0.2982,0.1890,0.2768,0.2669,0.3908,0.3075,0.4504
000,100,Oak Island,Brunswick County,NC,LC2,0.0309,0.0072,0.0316,0.0074,0.2582,0.0603,0.3954,0.0924
000,100,Oak Island,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Oak Island,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0007,0.0001,0.0031,0.0006
000,100,Oak Island,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Oak Island,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0003,0.0001,0.0035,0.0006
000,100,Oak Island,Brunswick County,NC,LC7,0.2203,0.0948,0.2203,0.0948,0.2745,0.1181,0.2825,0.1215
000,100,Ocean Isle Beach,Brunswick County,NC,LC2,0.0139,0.0097,0.0146,0.0102,0.0907,0.0632,0.1751,0.1221
000,100,Ocean Isle Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Ocean Isle Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Ocean Isle Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Ocean Isle Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0010,0.0010,0.0010,0.0010
000,100,Ocean Isle Beach,Brunswick County,NC,LC7,0.0837,0.2221,0.0903,0.2396,0.1185,0.3143,0.1390,0.3687
000,100,Sunset Beach,Brunswick County,NC,LC2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0045,0.0019
000,100,Sunset Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Sunset Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Sunset Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0031,0.0156
000,100,Sunset Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Sunset Beach,Brunswick County,NC,LC7,0.0014,0.0007,0.0017,0.0008,0.0118,0.0058,0.0424,0.0207
000,100,Unincorporated Brunswick,Brunswick County,NC,LC2,0.0014,0.0000,0.0014,0.0000,0.0069,0.0002,0.0118,0.0004
000,100,Unincorporated Brunswick,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,100,Unincorporated Brunswick,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0108,0.0001,0.0111,0.0001
000,100,Unincorporated Brunswick,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0219,0.0003,0.0222,0.0003
000,100,Unincorporated Brunswick,Brunswick County,NC,LC6,0.0007,0.0000,0.0007,0.0000,0.0410,0.0001,0.0525,0.0002
000,100,Unincorporated Brunswick,Brunswick County,NC,LC7,0.4788,0.0135,0.4608,0.0130,0.8343,0.0235,0.9136,0.0258
000,150,Bald Head Island,Brunswick County,NC,LC2,0.0003,0.0008,0.0003,0.0008,0.1341,0.3044,0.1922,0.4361
000,150,Bald Head Island,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,150,Bald Head Island,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0170,0.0202,0.0177,0.0210
000,150,Bald Head Island,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0042,0.0638,0.0049,0.0745
000,150,Bald Head Island,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0486,0.0306,0.0486,0.0306
000,150,Bald Head Island,Brunswick County,NC,LC7,0.1543,0.1399,0.1543,0.1399,0.3725,0.3379,0.3875,0.3514
000,150,Caswell Beach,Brunswick County,NC,LC2,0.0000,0.0000,0.0000,0.0000,0.0897,0.3486,0.1459,0.5676
000,150,Caswell Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,150,Caswell Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0014,0.0209,0.0087,0.1309
000,150,Caswell Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0045,0.0942,0.0142,0.2971
000,150,Caswell Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0007,0.0003,0.0163,0.0072
000,150,Caswell Beach,Brunswick County,NC,LC7,0.0024,0.0102,0.0024,0.0102,0.0514,0.2148,0.0692,0.2888
000,150,Holden Beach,Brunswick County,NC,LC2,0.0118,0.0106,0.0118,0.0106,0.3958,0.3547,0.5108,0.4578
000,150,Holden Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,150,Holden Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0003,0.0074,0.0021,0.0441
000,150,Holden Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0035,0.0694,0.0076,0.1528
000,150,Holden Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0313,0.0267,0.0886,0.0756
000,150,Holden Beach,Brunswick County,NC,LC7,0.1960,0.2870,0.1870,0.2738,0.3482,0.5099,0.3781,0.5537
000,150,Oak Island,Brunswick County,NC,LC2,0.0316,0.0074,0.0316,0.0074,0.7200,0.1683,0.8385,0.1959
000,150,Oak Island,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,150,Oak Island,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0163,0.0032,0.0205,0.0040
000,150,Oak Island,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0010,0.0011,0.0021,0.0022
000,150,Oak Island,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0184,0.0029,0.0268,0.0042
000,150,Oak Island,Brunswick County,NC,LC7,0.2248,0.0967,0.2248,0.0967,0.3447,0.1483,0.3822,0.1644
000,150,Ocean Isle Beach,Brunswick County,NC,LC2,0.0146,0.0102,0.0146,0.0102,0.3635,0.2535,0.4813,0.3356
000,150,Ocean Isle Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,150,Ocean Isle Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0052,0.0091,0.0052,0.0091
000,150,Ocean Isle Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0049,0.0435,0.0049,0.0435
000,150,Ocean Isle Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0014,0.0013,0.0014,0.0013
000,150,Ocean Isle Beach,Brunswick County,NC,LC7,0.0952,0.2525,0.0952,0.2525,0.1668,0.4424,0.1703,0.4516
000,150,Sunset Beach,Brunswick County,NC,LC2,0.0000,0.0000,0.0000,0.0000,0.0306,0.0131,0.0657,0.0282
000,150,Sunset Beach,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,150,Sunset Beach,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,150,Sunset Beach,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0278,0.1386,0.0386,0.1924
000,150,Sunset Beach,Brunswick County,NC,LC6,0.0000,0.0000,0.0000,0.0000,0.0024,0.0013,0.0063,0.0034
000,150,Sunset Beach,Brunswick County,NC,LC7,0.0017,0.0008,0.0017,0.0008,0.0698,0.0341,0.0872,0.0426
000,150,Unincorporated Brunswick,Brunswick County,NC,LC2,0.0014,0.0000,0.0014,0.0000,0.0215,0.0007,0.0240,0.0008
000,150,Unincorporated Brunswick,Brunswick County,NC,LC3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,150,Unincorporated Brunswick,Brunswick County,NC,LC4,0.0000,0.0000,0.0000,0.0000,0.0208,0.0001,0.0254,0.0001
000,150,Unincorporated Brunswick,Brunswick County,NC,LC5,0.0000,0.0000,0.0000,0.0000,0.0514,0.0008,0.0546,0.0008
